2017-04-11 09:40:55.426 [main] INFO  com.gd.MaApplication - Starting MaApplication on YH-20160825WIPY with PID 4264 (E:\ideaProject\command\target\classes started by Administrator in E:\ideaProject\command)
2017-04-11 09:40:55.429 [main] INFO  com.gd.MaApplication - No active profile set, falling back to default profiles: default
2017-04-11 09:40:55.731 [background-preinit] INFO  org.hibernate.validator.internal.util.Version - HV000001: Hibernate Validator 5.2.4.Final
2017-04-11 09:40:55.809 [main] INFO  o.s.b.c.e.AnnotationConfigEmbeddedWebApplicationContext - Refreshing org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@34a1d21f: startup date [Tue Apr 11 09:40:55 CST 2017]; root of context hierarchy
2017-04-11 09:40:57.466 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration' of type [class org.springframework.transaction.annotation.ProxyTransactionManagementConfiguration$$EnhancerBySpringCGLIB$$95967404] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-04-11 09:40:57.685 [main] INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cache.annotation.ProxyCachingConfiguration' of type [class org.springframework.cache.annotation.ProxyCachingConfiguration$$EnhancerBySpringCGLIB$$dea8aa22] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2017-04-11 09:40:58.364 [main] INFO  org.eclipse.jetty.util.log - Logging initialized @4320ms
2017-04-11 09:40:58.597 [main] INFO  o.s.b.c.e.j.JettyEmbeddedServletContainerFactory - Server initialized with port: 9090
2017-04-11 09:40:58.599 [main] INFO  org.eclipse.jetty.server.Server - jetty-9.3.14.v20161028
2017-04-11 09:40:58.688 [main] INFO  application - Initializing Spring embedded WebApplicationContext
2017-04-11 09:40:58.689 [main] INFO  org.springframework.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 2881 ms
2017-04-11 09:40:59.059 [main] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'characterEncodingFilter' to: [/*]
2017-04-11 09:40:59.059 [main] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
2017-04-11 09:40:59.060 [main] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'httpPutFormContentFilter' to: [/*]
2017-04-11 09:40:59.060 [main] INFO  o.s.boot.web.servlet.FilterRegistrationBean - Mapping filter: 'requestContextFilter' to: [/*]
2017-04-11 09:40:59.061 [main] INFO  o.s.b.w.s.DelegatingFilterProxyRegistrationBean - Mapping filter: 'springSecurityFilterChain' to: [/*]
2017-04-11 09:40:59.061 [main] INFO  o.s.boot.web.servlet.ServletRegistrationBean - Mapping servlet: 'dispatcherServlet' to [/]
2017-04-11 09:40:59.263 [main] INFO  org.eclipse.jetty.server.handler.ContextHandler - Started o.s.b.c.e.j.JettyEmbeddedWebAppContext@70439c3{/v1.0/ma,file:///C:/Users/Administrator/AppData/Local/Temp/jetty-docbase.3969259829452869954.9090/,AVAILABLE}
2017-04-11 09:40:59.264 [main] INFO  org.eclipse.jetty.server.Server - Started @5219ms
2017-04-11 09:40:59.320 [main] INFO  o.s.cache.ehcache.EhCacheManagerFactoryBean - Initializing EhCache CacheManager
2017-04-11 09:41:02.483 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/api/hello/hello]}" onto public java.lang.String com.gd.api.HelloController.hello()
2017-04-11 09:41:02.486 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/account/add],methods=[POST]}" onto public java.lang.String com.gd.controller.account.AccountController.add(java.security.Principal,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,com.gd.domain.account.Account)
2017-04-11 09:41:02.486 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/account/{id}/update],methods=[POST]}" onto public java.lang.String com.gd.controller.account.AccountController.update(java.security.Principal,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,com.gd.domain.account.Account)
2017-04-11 09:41:02.486 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/account/{id}/delete],methods=[GET]}" onto public java.lang.String com.gd.controller.account.AccountController.delete(java.security.Principal,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.String)
2017-04-11 09:41:02.486 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/account/all],methods=[GET]}" onto public java.lang.String com.gd.controller.account.AccountController.getAllAccounts(java.security.Principal,javax.servlet.http.HttpServletRequest)
2017-04-11 09:41:02.487 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/account/accounts],methods=[GET]}" onto public java.lang.String com.gd.controller.account.AccountController.accounts(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2017-04-11 09:41:02.487 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/account/{id}],methods=[GET]}" onto public java.lang.String com.gd.controller.account.AccountController.show(java.security.Principal,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.String)
2017-04-11 09:41:02.487 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/account/{id}/resetPassword],methods=[POST]}" onto public java.lang.String com.gd.controller.account.AccountController.resetPassword(java.security.Principal,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.String,java.lang.String)
2017-04-11 09:41:02.488 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/accountRole/add],methods=[POST]}" onto public java.lang.String com.gd.controller.account_role.AccountRoleController.add(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.String,java.lang.String)
2017-04-11 09:41:02.488 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/accountRole/{id}/delete],methods=[POST]}" onto public java.lang.String com.gd.controller.account_role.AccountRoleController.removeUserAccount(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.String,java.lang.String)
2017-04-11 09:41:02.488 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/accountRole/{id}],methods=[GET]}" onto public java.lang.String com.gd.controller.account_role.AccountRoleController.show(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.String)
2017-04-11 09:41:02.489 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/accountUser/add],methods=[POST]}" onto public java.lang.String com.gd.controller.account_user.AccountUserController.add(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.String,java.lang.String)
2017-04-11 09:41:02.490 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/accountUser/{id}/delete],methods=[DELETE]}" onto public java.lang.String com.gd.controller.account_user.AccountUserController.removeUserAccount(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.String,java.lang.String)
